year,epi_week,state,suspected_cases,confirmed_cases,deaths,data_quality_flag,is_endemic
2018,26,Niger,0,0,0,table_based,0
2018,26,Ogun,0,0,0,table_based,0
2018,26,Ondo,9,4,0,table_based,1
2018,26,Osun,0,0,0,table_based,0
2018,26,Oyo,0,0,0,table_based,0
2018,26,Plateau,1,0,0,table_based,0
2018,26,Rivers,0,0,0,table_based,0
2018,26,Sokoto,0,0,0,table_based,0
2018,26,Taraba,2,1,0,table_based,1
2018,26,Yobe,0,0,0,table_based,0
2018,26,Zamfara,0,0,0,table_based,0
2018,40,Abia,0,0,0,table_based,0
2018,40,Adamawa,0,0,0,table_based,0
2018,40,Akwa Ibom,0,0,0,table_based,0
2018,40,Anambra,0,0,0,table_based,0
2018,40,Bauchi,9,5,0,table_based,1
2018,40,Bayelsa,0,0,0,table_based,0
2018,40,Benue,3,1,0,table_based,1
2018,40,Borno,0,0,0,table_based,0
2018,40,Cross River,0,0,0,table_based,0
2018,40,Delta,0,0,0,table_based,0
2018,40,Ebonyi,3,1,0,table_based,1
2018,40,Edo,7,3,0,table_based,1
2018,40,Ekiti,0,0,0,table_based,0
2018,40,Enugu,0,0,0,table_based,0
2018,40,FCT,1,0,0,table_based,0
2018,40,Gombe,1,0,0,table_based,0
2018,40,Imo,0,0,0,table_based,0
2018,40,Jigawa,0,0,0,table_based,0
2018,40,Kaduna,1,0,0,table_based,0
2018,40,Kano,1,0,0,table_based,0
2018,40,Katsina,0,0,0,table_based,0
2018,40,Kebbi,0,0,0,table_based,0
2018,40,Kogi,1,0,0,table_based,1
2018,40,Kwara,0,0,0,table_based,0
2018,40,Lagos,1,0,0,table_based,0
2018,40,Nasarawa,1,0,0,table_based,0
2018,40,Niger,0,0,0,table_based,0
2018,40,Ogun,0,0,0,table_based,0
2018,40,Ondo,12,6,0,table_based,1
2018,40,Osun,0,0,0,table_based,0
2018,40,Oyo,0,0,0,table_based,0
2018,40,Plateau,2,1,0,table_based,0
2018,40,Rivers,0,0,0,table_based,0
2018,40,Sokoto,0,0,0,table_based,0
2018,40,Taraba,3,2,0,table_based,1
2018,40,Yobe,0,0,0,table_based,0
2018,40,Zamfara,0,0,0,table_based,0
2018,52,Abia,0,0,0,table_based,0
2018,52,Adamawa,0,0,0,table_based,0
2018,52,Akwa Ibom,0,0,0,table_based,0
2018,52,Anambra,0,0,0,table_based,0
2018,52,Bauchi,12,6,0,table_based,1
2018,52,Bayelsa,0,0,0,table_based,0
2018,52,Benue,4,1,0,table_based,1
2018,52,Borno,0,0,0,table_based,0
2018,52,Cross River,0,0,0,table_based,0
2018,52,Delta,0,0,0,table_based,0
2018,52,Ebonyi,4,1,0,table_based,1
2018,52,Edo,9,4,0,table_based,1
2018,52,Ekiti,0,0,0,table_based,0
2018,52,Enugu,0,0,0,table_based,0
2018,52,FCT,1,0,0,table_based,0
2018,52,Gombe,1,0,0,table_based,0
2018,52,Imo,0,0,0,table_based,0
2018,52,Jigawa,0,0,0,table_based,0
2018,52,Kaduna,1,0,0,table_based,0
2018,52,Kano,1,0,0,table_based,0
2018,52,Katsina,0,0,0,table_based,0
2018,52,Kebbi,0,0,0,table_based,0
2018,52,Kogi,1,0,0,table_based,1
2018,52,Kwara,0,0,0,table_based,0
2018,52,Lagos,1,0,0,table_based,0
2018,52,Nasarawa,1,0,0,table_based,0
2018,52,Niger,0,0,0,table_based,0
2018,52,Ogun,0,0,0,table_based,0
2018,52,Ondo,16,8,0,table_based,1
2018,52,Osun,0,0,0,table_based,0
2018,52,Oyo,0,0,0,table_based,0
2018,52,Plateau,3,1,0,table_based,0
2018,52,Rivers,0,0,0,table_based,0
2018,52,Sokoto,0,0,0,table_based,0
2018,52,Taraba,4,3,0,table_based,1
2018,52,Yobe,0,0,0,table_based,0
2018,52,Zamfara,0,0,0,table_based,0
2019,1,Abia,2,0,0,table_based,0
2019,1,Adamawa,2,0,0,table_based,0
2019,1,Akwa Ibom,0,0,0,table_based,0
2019,1,Anambra,2,0,0,table_based,0
2019,1,Bauchi,33,18,2,table_based,1
2019,1,Bayelsa,2,0,0,table_based,0
2019,1,Benue,11,4,0,table_based,1
2019,1,Borno,2,0,0,table_based,0
2019,1,Cross River,2,0,0,table_based,0
2019,1,Delta,2,0,0,table_based,0
2019,1,Ebonyi,11,4,0,table_based,1
2019,1,Edo,27,11,0,table_based,1
2019,1,Ekiti,0,0,0,table_based,0
2019,1,Enugu,2,0,0,table_based,0
2019,1,FCT,4,0,0,table_based,0
2019,1,Gombe,4,2,0,table_based,0
2019,1,Imo,0,0,0,table_based,0
2019,1,Jigawa,0,0,0,table_based,0
2019,1,Kaduna,4,0,0,table_based,0
2019,1,Kano,4,0,0,table_based,0
2019,1,Katsina,2,0,0,table_based,0
2019,1,Kebbi,2,0,0,table_based,0
2019,1,Kogi,4,2,0,table_based,1
2019,1,Kwara,2,0,0,table_based,0
2019,1,Lagos,4,0,0,table_based,0
2019,1,Nasarawa,4,2,0,table_based,0
2019,1,Niger,2,0,0,table_based,0
2019,1,Ogun,2,0,0,table_based,0
2019,1,Ondo,45,22,2,table_based,1
2019,1,Osun,0,0,0,table_based,0
2019,1,Oyo,2,0,0,table_based,0
2019,1,Plateau,9,4,0,table_based,0
2019,1,Rivers,2,0,0,table_based,0
2019,1,Sokoto,2,0,0,table_based,0
2019,1,Taraba,13,9,0,table_based,1
2019,1,Yobe,2,0,0,table_based,0
2019,1,Zamfara,2,0,0,table_based,0
2019,26,Abia,0,0,0,table_based,0
2019,26,Adamawa,0,0,0,table_based,0
2019,26,Akwa Ibom,0,0,0,table_based,0
2019,26,Anambra,0,0,0,table_based,0
2019,26,Bauchi,8,4,0,table_based,1
2019,26,Bayelsa,0,0,0,table_based,0
2019,26,Benue,2,1,0,table_based,1
2019,26,Borno,0,0,0,table_based,0
2019,26,Cross River,0,0,0,table_based,0
2019,26,Delta,0,0,0,table_based,0
2019,26,Ebonyi,2,1,0,table_based,1
2019,26,Edo,6,2,0,table_based,1
2019,26,Ekiti,0,0,0,table_based,0
2019,26,Enugu,0,0,0,table_based,0
2019,26,FCT,1,0,0,table_based,0
2019,26,Gombe,1,0,0,table_based,0
2019,26,Imo,0,0,0,table_based,0
2019,26,Jigawa,0,0,0,table_based,0
2019,26,Kaduna,1,0,0,table_based,0
2019,26,Kano,1,0,0,table_based,0
2019,26,Katsina,0,0,0,table_based,0
2019,26,Kebbi,0,0,0,table_based,0
2019,26,Kogi,1,0,0,table_based,1
2019,26,Kwara,0,0,0,table_based,0
2019,26,Lagos,1,0,0,table_based,0
2019,26,Nasarawa,1,0,0,table_based,0
2019,26,Niger,0,0,0,table_based,0
2019,26,Ogun,0,0,0,table_based,0
2019,26,Ondo,10,5,0,table_based,1
2019,26,Osun,0,0,0,table_based,0
2019,26,Oyo,0,0,0,table_based,0
2019,26,Plateau,2,1,0,table_based,0
2019,26,Rivers,0,0,0,table_based,0
2019,26,Sokoto,0,0,0,table_based,0
2019,26,Taraba,3,2,0,table_based,1
2019,26,Yobe,0,0,0,table_based,0
2019,26,Zamfara,0,0,0,table_based,0
2019,40,Abia,0,0,0,table_based,0
2019,40,Adamawa,0,0,0,table_based,0
2019,40,Akwa Ibom,0,0,0,table_based,0
2019,40,Anambra,0,0,0,table_based,0
2019,40,Bauchi,10,5,0,table_based,1
2019,40,Bayelsa,0,0,0,table_based,0
2019,40,Benue,3,1,0,table_based,1
2019,40,Borno,0,0,0,table_based,0
2019,40,Cross River,0,0,0,table_based,0
2019,40,Delta,0,0,0,table_based,0
2019,40,Ebonyi,3,1,0,table_based,1
2019,40,Edo,8,3,0,table_based,1
2019,40,Ekiti,0,0,0,table_based,0
2019,40,Enugu,0,0,0,table_based,0
2019,40,FCT,1,0,0,table_based,0
2019,40,Gombe,1,0,0,table_based,0
2019,40,Imo,0,0,0,table_based,0
2019,40,Jigawa,0,0,0,table_based,0
2019,40,Kaduna,1,0,0,table_based,0
2019,40,Kano,1,0,0,table_based,0
2019,40,Katsina,0,0,0,table_based,0
2019,40,Kebbi,0,0,0,table_based,0
2019,40,Kogi,1,0,0,table_based,1
2019,40,Kwara,0,0,0,table_based,0
2019,40,Lagos,1,0,0,table_based,0
2019,40,Nasarawa,1,0,0,table_based,0
2019,40,Niger,0,0,0,table_based,0
2019,40,Ogun,0,0,0,table_based,0
2019,40,Ondo,14,7,0,table_based,1
2019,40,Osun,0,0,0,table_based,0
2019,40,Oyo,0,0,0,table_based,0
2019,40,Plateau,2,1,0,table_based,0
2019,40,Rivers,0,0,0,table_based,0
2019,40,Sokoto,0,0,0,table_based,0
2019,40,Taraba,4,2,0,table_based,1
2019,40,Yobe,0,0,0,table_based,0
2019,40,Zamfara,0,0,0,table_based,0
2019,52,Abia,0,0,0,table_based,0
2019,52,Adamawa,0,0,0,table_based,0
2019,52,Akwa Ibom,0,0,0,table_based,0
2019,52,Anambra,0,0,0,table_based,0
2019,52,Bauchi,13,7,0,table_based,1
2019,52,Bayelsa,0,0,0,table_based,0
2019,52,Benue,4,1,0,table_based,1
2019,52,Borno,0,0,0,table_based,0
2019,52,Cross River,0,0,0,table_based,0
2019,52,Delta,0,0,0,table_based,0
2019,52,Ebonyi,4,1,0,table_based,1
2019,52,Edo,10,4,0,table_based,1
2019,52,Ekiti,0,0,0,table_based,0
2019,52,Enugu,0,0,0,table_based,0
2019,52,FCT,1,0,0,table_based,0
2019,52,Gombe,1,0,0,table_based,0
2019,52,Imo,0,0,0,table_based,0
2019,52,Jigawa,0,0,0,table_based,0
2019,52,Kaduna,1,0,0,table_based,0
2019,52,Kano,1,0,0,table_based,0
2019,52,Katsina,0,0,0,table_based,0
2019,52,Kebbi,0,0,0,table_based,0
2019,52,Kogi,1,0,0,table_based,1
2019,52,Kwara,0,0,0,table_based,0
2019,52,Lagos,1,0,0,table_based,0
2019,52,Nasarawa,1,0,0,table_based,0
2019,52,Niger,0,0,0,table_based,0
2019,52,Ogun,0,0,0,table_based,0
2019,52,Ondo,18,9,0,table_based,1
2019,52,Osun,0,0,0,table_based,0
2019,52,Oyo,0,0,0,table_based,0
2019,52,Plateau,3,1,0,table_based,0
2019,52,Rivers,0,0,0,table_based,0
2019,52,Sokoto,0,0,0,table_based,0
2019,52,Taraba,5,3,0,table_based,1
2019,52,Yobe,0,0,0,table_based,0
2019,52,Zamfara,0,0,0,table_based,0
2020,1,Abia,2,0,0,table_based,0
2020,1,Adamawa,2,0,0,table_based,0
2020,1,Akwa Ibom,0,0,0,table_based,0
2020,1,Anambra,2,0,0,table_based,0
2020,1,Bauchi,41,22,2,table_based,1
2020,1,Bayelsa,2,0,0,table_based,0
2020,1,Benue,13,5,0,table_based,1
2020,1,Borno,2,0,0,table_based,0
2020,1,Cross River,2,0,0,table_based,0
2020,1,Delta,2,0,0,table_based,0
2020,1,Ebonyi,13,5,0,table_based,1
2020,1,Edo,33,13,0,table_based,1
2020,1,Ekiti,0,0,0,table_based,0
2020,1,Enugu,2,0,0,table_based,0
2020,1,FCT,5,0,0,table_based,0
2020,1,Gombe,5,2,0,table_based,0
2020,1,Imo,0,0,0,table_based,0
2020,1,Jigawa,0,0,0,table_based,0
2020,1,Kaduna,5,0,0,table_based,0
2020,1,Kano,5,0,0,table_based,0
2020,1,Katsina,2,0,0,table_based,0
2020,1,Kebbi,2,0,0,table_based,0
2020,1,Kogi,5,2,0,table_based,1
2020,1,Kwara,2,0,0,table_based,0
2020,1,Lagos,5,0,0,table_based,0
2020,1,Nasarawa,5,2,0,table_based,0
2020,1,Niger,2,0,0,table_based,0
2020,1,Ogun,2,0,0,table_based,0
2020,1,Ondo,55,27,2,table_based,1
2020,1,Osun,0,0,0,table_based,0
2020,1,Oyo,2,0,0,table_based,0
2020,1,Plateau,11,5,0,table_based,0
2020,1,Rivers,2,0,0,table_based,0
2020,1,Sokoto,2,0,0,table_based,0
2020,1,Taraba,16,11,0,table_based,1
2020,1,Yobe,2,0,0,table_based,0
2020,1,Zamfara,2,0,0,table_based,0
2020,26,Abia,0,0,0,table_based,0
2020,26,Adamawa,0,0,0,table_based,0
2020,26,Akwa Ibom,0,0,0,table_based,0
2020,26,Anambra,0,0,0,table_based,0
2020,26,Bauchi,9,5,0,table_based,1
2020,26,Bayelsa,0,0,0,table_based,0
2020,26,Benue,3,1,0,table_based,1
2020,26,Borno,0,0,0,table_based,0
2020,26,Cross River,0,0,0,table_based,0
2020,26,Delta,0,0,0,table_based,0
2020,26,Ebonyi,3,1,0,table_based,1
2020,26,Edo,7,3,0,table_based,1
2020,26,Ekiti,0,0,0,table_based,0
2020,26,Enugu,0,0,0,table_based,0
2020,26,FCT,1,0,0,table_based,0
2020,26,Gombe,1,0,0,table_based,0
2020,26,Imo,0,0,0,table_based,0
2020,26,Jigawa,0,0,0,table_based,0
2020,26,Kaduna,1,0,0,table_based,0
2020,26,Kano,1,0,0,table_based,0
2020,26,Katsina,0,0,0,table_based,0
2020,26,Kebbi,0,0,0,table_based,0
2020,26,Kogi,1,0,0,table_based,1
2020,26,Kwara,0,0,0,table_based,0
2020,26,Lagos,1,0,0,table_based,0
2020,26,Nasarawa,1,0,0,table_based,0
2020,26,Niger,0,0,0,table_based,0
2020,26,Ogun,0,0,0,table_based,0
2020,26,Ondo,13,6,0,table_based,1
2020,26,Osun,0,0,0,table_based,0
2020,26,Oyo,0,0,0,table_based,0
2020,26,Plateau,2,1,0,table_based,0
2020,26,Rivers,0,0,0,table_based,0
2020,26,Sokoto,0,0,0,table_based,0
2020,26,Taraba,3,2,0,table_based,1
2020,26,Yobe,0,0,0,table_based,0
2020,26,Zamfara,0,0,0,table_based,0
2020,40,Abia,0,0,0,table_based,0
2020,40,Adamawa,0,0,0,table_based,0
2020,40,Akwa Ibom,0,0,0,table_based,0
2020,40,Anambra,0,0,0,table_based,0
2020,40,Bauchi,13,7,0,table_based,1
2020,40,Bayelsa,0,0,0,table_based,0
2020,40,Benue,4,1,0,table_based,1
2020,40,Borno,0,0,0,table_based,0
2020,40,Cross River,0,0,0,table_based,0
2020,40,Delta,0,0,0,table_based,0
2020,40,Ebonyi,4,1,0,table_based,1
2020,40,Edo,10,4,0,table_based,1
2020,40,Ekiti,0,0,0,table_based,0
2020,40,Enugu,0,0,0,table_based,0
2020,40,FCT,1,0,0,table_based,0
2020,40,Gombe,1,0,0,table_based,0
2020,40,Imo,0,0,0,table_based,0
2020,40,Jigawa,0,0,0,table_based,0
2020,40,Kaduna,1,0,0,table_based,0
2020,40,Kano,1,0,0,table_based,0
2020,40,Katsina,0,0,0,table_based,0
2020,40,Kebbi,0,0,0,table_based,0
2020,40,Kogi,1,0,0,table_based,1
2020,40,Kwara,0,0,0,table_based,0
2020,40,Lagos,1,0,0,table_based,0
2020,40,Nasarawa,1,0,0,table_based,0
2020,40,Niger,0,0,0,table_based,0
2020,40,Ogun,0,0,0,table_based,0
2020,40,Ondo,17,8,0,table_based,1
2020,40,Osun,0,0,0,table_based,0
2020,40,Oyo,0,0,0,table_based,0
2020,40,Plateau,3,1,0,table_based,0
2020,40,Rivers,0,0,0,table_based,0
2020,40,Sokoto,0,0,0,table_based,0
2020,40,Taraba,5,3,0,table_based,1
2020,40,Yobe,0,0,0,table_based,0
2020,40,Zamfara,0,0,0,table_based,0
2020,52,Abia,1,0,0,table_based,0
2020,52,Adamawa,1,0,0,table_based,0
2020,52,Akwa Ibom,0,0,0,table_based,0
2020,52,Anambra,1,0,0,table_based,0
2020,52,Bauchi,16,8,1,table_based,1
2020,52,Bayelsa,1,0,0,table_based,0
2020,52,Benue,5,2,0,table_based,1
2020,52,Borno,1,0,0,table_based,0
2020,52,Cross River,1,0,0,table_based,0
2020,52,Delta,1,0,0,table_based,0
2020,52,Ebonyi,5,2,0,table_based,1
2020,52,Edo,13,5,0,table_based,1
2020,52,Ekiti,0,0,0,table_based,0
2020,52,Enugu,1,0,0,table_based,0
2020,52,FCT,2,0,0,table_based,0
2020,52,Gombe,2,1,0,table_based,0
2020,52,Imo,0,0,0,table_based,0
2020,52,Jigawa,0,0,0,table_based,0
2020,52,Kaduna,2,0,0,table_based,0
2020,52,Kano,2,0,0,table_based,0
2020,52,Katsina,1,0,0,table_based,0
2020,52,Kebbi,1,0,0,table_based,0
2020,52,Kogi,2,1,0,table_based,1
2020,52,Kwara,1,0,0,table_based,0
2020,52,Lagos,2,0,0,table_based,0
2020,52,Nasarawa,2,1,0,table_based,0
2020,52,Niger,1,0,0,table_based,0
2020,52,Ogun,1,0,0,table_based,0
2020,52,Ondo,22,11,1,table_based,1
2020,52,Osun,0,0,0,table_based,0
2020,52,Oyo,1,0,0,table_based,0
2020,52,Plateau,4,2,0,table_based,0
2020,52,Rivers,1,0,0,table_based,0
2020,52,Sokoto,1,0,0,table_based,0
2020,52,Taraba,6,4,0,table_based,1
2020,52,Yobe,1,0,0,table_based,0
2020,52,Zamfara,1,0,0,table_based,0
2021,1,Abia,1,0,0,table_based,0
2021,1,Adamawa,1,0,0,table_based,0
2021,1,Akwa Ibom,0,0,0,table_based,0
2021,1,Anambra,1,0,0,table_based,0
2021,1,Bauchi,26,14,1,table_based,1
2021,1,Bayelsa,1,0,0,table_based,0
2021,1,Benue,8,3,0,table_based,1
2021,1,Borno,1,0,0,table_based,0
2021,1,Cross River,1,0,0,table_based,0
2021,1,Delta,1,0,0,table_based,0
2021,1,Ebonyi,8,3,0,table_based,1
2021,1,Edo,20,8,0,table_based,1
2021,1,Ekiti,0,0,0,table_based,0
2021,1,Enugu,1,0,0,table_based,0
2021,1,FCT,3,0,0,table_based,0
2021,1,Gombe,3,1,0,table_based,0
2021,1,Imo,0,0,0,table_based,0
2021,1,Jigawa,0,0,0,table_based,0
2021,1,Kaduna,3,0,0,table_based,0
2021,1,Kano,3,0,0,table_based,0
2021,1,Katsina,1,0,0,table_based,0
2021,1,Kebbi,1,0,0,table_based,0
2021,1,Kogi,3,1,0,table_based,1
2021,1,Kwara,1,0,0,table_based,0
2021,1,Lagos,3,0,0,table_based,0
2021,1,Nasarawa,3,1,0,table_based,0
2021,1,Niger,1,0,0,table_based,0
2021,1,Ogun,1,0,0,table_based,0
2021,1,Ondo,35,17,1,table_based,1
2021,1,Osun,0,0,0,table_based,0
2021,1,Oyo,1,0,0,table_based,0
2021,1,Plateau,7,3,0,table_based,0
2021,1,Rivers,1,0,0,table_based,0
2021,1,Sokoto,1,0,0,table_based,0
2021,1,Taraba,10,7,0,table_based,1
2021,1,Yobe,1,0,0,table_based,0
2021,1,Zamfara,1,0,0,table_based,0
2021,26,Abia,0,0,0,table_based,0
2021,26,Adamawa,0,0,0,table_based,0
2021,26,Akwa Ibom,0,0,0,table_based,0
2021,26,Anambra,0,0,0,table_based,0
2021,26,Bauchi,6,3,0,table_based,1
2021,26,Bayelsa,0,0,0,table_based,0
2021,26,Benue,2,0,0,table_based,1
2021,26,Borno,0,0,0,table_based,0
2021,26,Cross River,0,0,0,table_based,0
2021,26,Delta,0,0,0,table_based,0
2021,26,Ebonyi,2,0,0,table_based,1
2021,26,Edo,5,2,0,table_based,1
2021,26,Ekiti,0,0,0,table_based,0
2021,26,Enugu,0,0,0,table_based,0
2021,26,FCT,0,0,0,table_based,0
2021,26,Gombe,0,0,0,table_based,0
2021,26,Imo,0,0,0,table_based,0
2021,26,Jigawa,0,0,0,table_based,0
2021,26,Kaduna,0,0,0,table_based,0
2021,26,Kano,0,0,0,table_based,0
2021,26,Katsina,0,0,0,table_based,0
2021,26,Kebbi,0,0,0,table_based,0
2021,26,Kogi,0,0,0,table_based,1
2021,26,Kwara,0,0,0,table_based,0
2021,26,Lagos,0,0,0,table_based,0
2021,26,Nasarawa,0,0,0,table_based,0
2021,26,Niger,0,0,0,table_based,0
2021,26,Ogun,0,0,0,table_based,0
2021,26,Ondo,8,4,0,table_based,1
2021,26,Osun,0,0,0,table_based,0
2021,26,Oyo,0,0,0,table_based,0
2021,26,Plateau,1,0,0,table_based,0
2021,26,Rivers,0,0,0,table_based,0
2021,26,Sokoto,0,0,0,table_based,0
2021,26,Taraba,2,1,0,table_based,1
2021,26,Yobe,0,0,0,table_based,0
2021,26,Zamfara,0,0,0,table_based,0
2021,40,Abia,0,0,0,table_based,0
2021,40,Adamawa,0,0,0,table_based,0
2021,40,Akwa Ibom,0,0,0,table_based,0
2021,40,Anambra,0,0,0,table_based,0
2021,40,Bauchi,8,4,0,table_based,1
2021,40,Bayelsa,0,0,0,table_based,0
2021,40,Benue,2,1,0,table_based,1
2021,40,Borno,0,0,0,table_based,0
2021,40,Cross River,0,0,0,table_based,0
2021,40,Delta,0,0,0,table_based,0
2021,40,Ebonyi,2,1,0,table_based,1
2021,40,Edo,6,2,0,table_based,1
2021,40,Ekiti,0,0,0,table_based,0
2021,40,Enugu,0,0,0,table_based,0
2021,40,FCT,1,0,0,table_based,0
2021,40,Gombe,1,0,0,table_based,0
2021,40,Imo,0,0,0,table_based,0
2021,40,Jigawa,0,0,0,table_based,0
2021,40,Kaduna,1,0,0,table_based,0
2021,40,Kano,1,0,0,table_based,0
2021,40,Katsina,0,0,0,table_based,0
2021,40,Kebbi,0,0,0,table_based,0
2021,40,Kogi,1,0,0,table_based,1
2021,40,Kwara,0,0,0,table_based,0
2021,40,Lagos,1,0,0,table_based,0
2021,40,Nasarawa,1,0,0,table_based,0
2021,40,Niger,0,0,0,table_based,0
2021,40,Ogun,0,0,0,table_based,0
2021,40,Ondo,11,5,0,table_based,1
2021,40,Osun,0,0,0,table_based,0
2021,40,Oyo,0,0,0,table_based,0
2021,40,Plateau,2,1,0,table_based,0
2021,40,Rivers,0,0,0,table_based,0
2021,40,Sokoto,0,0,0,table_based,0
2021,40,Taraba,3,2,0,table_based,1
2021,40,Yobe,0,0,0,table_based,0
2021,40,Zamfara,0,0,0,table_based,0
2021,52,Abia,0,0,0,table_based,0
2021,52,Adamawa,0,0,0,table_based,0
2021,52,Akwa Ibom,0,0,0,table_based,0
2021,52,Anambra,0,0,0,table_based,0
2021,52,Bauchi,10,5,0,table_based,1
2021,52,Bayelsa,0,0,0,table_based,0
2021,52,Benue,3,1,0,table_based,1
2021,52,Borno,0,0,0,table_based,0
2021,52,Cross River,0,0,0,table_based,0
2021,52,Delta,0,0,0,table_based,0
2021,52,Ebonyi,3,1,0,table_based,1
2021,52,Edo,8,3,0,table_based,1
2021,52,Ekiti,0,0,0,table_based,0
2021,52,Enugu,0,0,0,table_based,0
2021,52,FCT,1,0,0,table_based,0
2021,52,Gombe,1,0,0,table_based,0
2021,52,Imo,0,0,0,table_based,0
2021,52,Jigawa,0,0,0,table_based,0
2021,52,Kaduna,1,0,0,table_based,0
2021,52,Kano,1,0,0,table_based,0
2021,52,Katsina,0,0,0,table_based,0
2021,52,Kebbi,0,0,0,table_based,0
2021,52,Kogi,1,0,0,table_based,1
2021,52,Kwara,0,0,0,table_based,0
2021,52,Lagos,1,0,0,table_based,0
2021,52,Nasarawa,1,0,0,table_based,0
2021,52,Niger,0,0,0,table_based,0
2021,52,Ogun,0,0,0,table_based,0
2021,52,Ondo,14,7,0,table_based,1
2021,52,Osun,0,0,0,table_based,0
2021,52,Oyo,0,0,0,table_based,0
2021,52,Plateau,2,1,0,table_based,0
2021,52,Rivers,0,0,0,table_based,0
2021,52,Sokoto,0,0,0,table_based,0
2021,52,Taraba,4,2,0,table_based,1
2021,52,Yobe,0,0,0,table_based,0
2021,52,Zamfara,0,0,0,table_based,0
2022,1,Abia,2,0,0,table_based,0
2022,1,Adamawa,2,0,0,table_based,0
2022,1,Akwa Ibom,0,0,0,table_based,0
2022,1,Anambra,2,0,0,table_based,0
2022,1,Bauchi,37,20,2,table_based,1
2022,1,Bayelsa,2,0,0,table_based,0
2022,1,Benue,12,5,0,table_based,1
2022,1,Borno,2,0,0,table_based,0
2022,1,Cross River,2,0,0,table_based,0
2022,1,Delta,2,0,0,table_based,0
2022,1,Ebonyi,12,5,0,table_based,1
2022,1,Edo,30,12,0,table_based,1
2022,1,Ekiti,0,0,0,table_based,0
2022,1,Enugu,2,0,0,table_based,0
2022,1,FCT,5,0,0,table_based,0
2022,1,Gombe,5,2,0,table_based,0
2022,1,Imo,0,0,0,table_based,0
2022,1,Jigawa,0,0,0,table_based,0
2022,1,Kaduna,5,0,0,table_based,0
2022,1,Kano,5,0,0,table_based,0
2022,1,Katsina,2,0,0,table_based,0
2022,1,Kebbi,2,0,0,table_based,0
2022,1,Kogi,5,2,0,table_based,1
2022,1,Kwara,2,0,0,table_based,0
2022,1,Lagos,5,0,0,table_based,0
2022,1,Nasarawa,5,2,0,table_based,0
2022,1,Niger,2,0,0,table_based,0
2022,1,Ogun,2,0,0,table_based,0
2022,1,Ondo,50,25,2,table_based,1
2022,1,Osun,0,0,0,table_based,0
2022,1,Oyo,2,0,0,table_based,0
2022,1,Plateau,10,5,0,table_based,0
2022,1,Rivers,2,0,0,table_based,0
2022,1,Sokoto,2,0,0,table_based,0
